Query ID	Monarch geneid	Evalue	Identity	Length	RNAseq depth	RefSeq Annotation	UniRef Annotation
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS202901	2e-08	31.89%	33	5166	leucine-rich transmembrane protein [Aedes aegypti]	Tyrosine-protein kinase Src42A n=23 Tax=Opisthokonta RepID=E9CJE9_CAPO3
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS202900	2e-08	30.47%	2	1791	PREDICTED: similar to CG8561-PA [Apis mellifera]	Tyrosine-protein kinase Src42A n=23 Tax=Opisthokonta RepID=E9CJE9_CAPO3
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS211118	3e-08	35.16%	5	1287	AGAP008927-PA [Anopheles gambiae str. PEST]	Putative uncharacterized protein n=1 Tax=Tribolium castaneum RepID=D6WHE0_TRICA
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS214341	6e-08	27.87%	62	2802	PREDICTED: similar to GA20668-PA [Tribolium castaneum]	Putative uncharacterized protein n=2 Tax=Daphnia pulex RepID=E9HEP2_DAPPU
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS201922	7e-08	31.18%	201	1353	PREDICTED: similar to tartan CG11280-PA [Apis mellifera]	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 n=7 Tax=Formicidae RepID=F4WKS0_ACREC
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS214281	9e-08	27.27%	15	2073	PREDICTED: similar to leucine-rich transmembrane protein [Tribolium castaneum]	Tartan/capricious-like protein n=5 Tax=cellular organisms RepID=D6WM91_TRICA
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS203198	1e-07	29.77%	66	3231	PREDICTED: similar to toll [Tribolium castaneum]	GL24793 n=9 Tax=Neoptera RepID=B4GUC8_DROPE
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS207837	2e-07	29.41%	406	3705	flightless-1 [Culex quinquefasciatus]	Putative uncharacterized protein n=4 Tax=Ditrysia RepID=G6DL20_DANPL
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS206672	3e-07	31.16%	1577	1074	AGAP004458-PA [Anopheles gambiae str. PEST]	AGAP004458-PA n=9 Tax=Neoptera RepID=F5HLP7_ANOGA
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS205765	1e-06	32.23%	104	777	U2 small nuclear ribonucleoprotein A' [Bombyx mori]	U2 small nuclear ribonucleoprotein A' n=82 Tax=Metazoa RepID=RU2A_HUMAN
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS208549	2e-06	30.49%	221	1806	PREDICTED: similar to mitotic protein phosphatase 1 regulator, putative [Tribolium castaneum]	Putative uncharacterized protein n=2 Tax=Tribolium castaneum RepID=D7EI93_TRICA
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS211669	2e-06	33.01%	1186	1074	PREDICTED: similar to leucine rich repeat protein [Tribolium castaneum]	Putative uncharacterized protein n=2 Tax=Tribolium castaneum RepID=D6WSU3_TRICA
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS204392	2e-06	30.88%	484	717	GH12826 [Drosophila grimshawi]	CG3040 n=23 Tax=Coelomata RepID=Q9W3T9_DROME
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS205295	3e-06	35.33%	81	3888	18 wheeler [Bombyx mori]	Toll-7 n=48 Tax=Endopterygota RepID=Q7KIN0_DROME
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS207946	4e-06	26.41%	30	1608	PREDICTED: similar to GA20402-PA [Tribolium castaneum]	Tartan/capricious-like protein n=1 Tax=Tribolium castaneum RepID=D6WJ99_TRICA
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS210850	5e-06	29.50%	364	1905	hypothetical protein AaeL_AAEL005739 [Aedes aegypti]	Putative uncharacterized protein (Fragment) n=1 Tax=Aedes aegypti RepID=Q178X4_AEDAE
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS205283	5e-06	34.21%	120	1950	toll, putative [Pediculus humanus corporis]	Toll, putative n=2 Tax=Coelomata RepID=E0VC85_PEDHC
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS201464	6e-06	27.54%	21	1506	leucine-rich transmembrane protein [Aedes aegypti]	Putative uncharacterized protein n=1 Tax=Anopheles darlingi RepID=E3WSD9_ANODA
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS212953	9e-06	35.19%	1	348	dynein light chain, putative [Pediculus humanus corporis]	Dynein light chain 1, axonemal n=68 Tax=Eumetazoa RepID=DNAL1_XENTR
XP_0613791671LOC116771144organismDanausplexippusGeneID116771144	DPOGS213092	1e-05	30.50%	33	444	PREDICTED: similar to dynein light chain [Tribolium castaneum]	Dynein light chain 1, axonemal n=68 Tax=Eumetazoa RepID=DNAL1_XENTR
XP_0325189941LOC116771283organismDanausplexippusGeneID116771283	DPOGS209521	0.0	100.00%	1619	1272	fumarylacetoacetase [Bombyx mori]	Fumarylacetoacetase, putative n=21 Tax=cellular organisms RepID=B7Q0D4_IXOSC
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS209522	0.0	95.20%	825	2364	PREDICTED: similar to bric-a-brac [Acyrthosiphon pisum]	UPI0001792523 related cluster n=1 Tax=unknown RepID=UPI0001792523
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS202607	1e-28	45.74%	475	1794	PREDICTED: similar to CG34346 CG34346-PC [Tribolium castaneum]	UPI0002063B44 related cluster n=2 Tax=unknown RepID=UPI0002063B44
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS207965	3e-28	46.79%	356	1371	PREDICTED: similar to broad [Acyrthosiphon pisum]	UPI0002062EC5 related cluster n=1 Tax=unknown RepID=UPI0002062EC5
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS203320	8e-28	47.71%	211	1134	PREDICTED: similar to Mod(mdg4)-heS00531 [Tribolium castaneum]	Putative uncharacterized protein n=2 Tax=Tribolium castaneum RepID=D6WVX1_TRICA
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS208236	2e-27	47.83%	8457	1341	Mod(mdg4)-heS00531 [Bombyx mori]	Mod(Mdg4)-heS00531 n=1 Tax=Bombyx mori RepID=Q6IE02_BOMMO
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS211010	3e-27	49.11%	385	1761	fruitless [Tribolium castaneum]	Sex determination protein fruitless n=9 Tax=Drosophila RepID=FRU_DROME
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS212156	5e-27	43.33%	202	1341	PREDICTED: similar to broadZ1 [Tribolium castaneum]	UPI0002064750 related cluster n=3 Tax=unknown RepID=UPI0002064750
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS207435	2e-26	40.87%	63	1281	broad-complex isoform Z1 [Bombyx mori]	Broad-complex Z4-isoform n=16 Tax=Obtectomera RepID=O96376_MANSE
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS204086	2e-26	46.30%	416	1365	PREDICTED: similar to BTB/POZ domain-containing protein [Tribolium castaneum]	Putative uncharacterized protein GLEAN_15126 n=1 Tax=Tribolium castaneum RepID=D2A5R5_TRICA
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS209727	6e-26	39.82%	359	1446	PREDICTED: similar to Tyrosine kinase-related protein CG16778-PB [Tribolium castaneum]	Putative uncharacterized protein n=2 Tax=Tribolium castaneum RepID=D6WX42_TRICA
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS202712	8e-26	42.61%	1349	387	GK19492 [Drosophila willistoni]	Longitudinals lacking protein-like n=24 Tax=Endopterygota RepID=LOLAL_DROME
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS203925	3e-25	47.71%	189	2220	PREDICTED: similar to BTB-protein-VII CG11494-PA, isoform A [Apis mellifera]	Protein bric-a-brac 2 n=8 Tax=Formicidae RepID=E1ZXG3_CAMFO
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS204256	4e-25	42.98%	663	1653	tramtrack [Tribolium castaneum]	Putative uncharacterized protein n=2 Tax=Tribolium castaneum RepID=D6WNS9_TRICA
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS212369	5e-25	42.48%	989	1605	GL17189 [Drosophila persimilis]	GK10673 n=3 Tax=Drosophila RepID=B4MIR3_DROWI
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS207614	1e-24	42.37%	171	1401	Mod(mdg4)-heS00531 [Bombyx mori]	Mod(Mdg4)-heS00531 n=1 Tax=Bombyx mori RepID=Q6IE02_BOMMO
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS210888	1e-23	39.66%	123	2721	PREDICTED: similar to abrupt CG4807-PA [Tribolium castaneum]	Protein abrupt, putative n=6 Tax=Neoptera RepID=E0VF31_PEDHC
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS210911	1e-19	37.50%	72	1371	PREDICTED: similar to bmp-induced factor [Tribolium castaneum]	Chronologically inappropriate morphogenesis n=4 Tax=Endopterygota RepID=D6WJ47_TRICA
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS215980	9e-19	38.39%	201	1542	PREDICTED: similar to ribbon [Tribolium castaneum]	UPI0002061A0D related cluster n=1 Tax=unknown RepID=UPI0002061A0D
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS214291	2e-16	37.39%	154	1221	PREDICTED: similar to Broad-complex core-protein isoform 6 [Apis mellifera]	UPI00022CA209 related cluster n=1 Tax=unknown RepID=UPI00022CA209
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS205805	2e-15	31.19%	222	1059	Mod(mdg4)-heS00531 [Bombyx mori]	Mod(Mdg4)-heS00531 n=1 Tax=Bombyx mori RepID=Q6IE02_BOMMO
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS205804	2e-14	28.18%	76	999	zinc finger protein and BTB domain-containing protein, putative [Pediculus humanus corporis]	Zinc finger protein and BTB domain-containing protein, putative n=8 Tax=Neoptera RepID=E0VK87_PEDHC
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS205112	1e-13	28.32%	150	930	PREDICTED: similar to Mod(mdg4)-heS00531 [Tribolium castaneum]	Putative uncharacterized protein n=2 Tax=Tribolium castaneum RepID=D6X4M9_TRICA
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS208924	4e-13	35.45%	66	2358	PREDICTED: similar to fruitless [Acyrthosiphon pisum]	UPI0001793208 related cluster n=1 Tax=unknown RepID=UPI0001793208
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS211707	2e-12	39.13%	176	777	PREDICTED: similar to CG32121-PA isoform 2 [Apis mellifera]	UPI00022462BE related cluster n=1 Tax=unknown RepID=UPI00022462BE
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS205830	1e-11	32.80%	148	1563	hypothetical protein AaeL_AAEL003075 [Aedes aegypti]	Putative uncharacterized protein n=2 Tax=Culicinae RepID=Q0IG94_AEDAE
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS203153	9e-11	53.85%	402	1107	PREDICTED: similar to conserved hypothetical protein [Tribolium castaneum]	Early growth response protein, putative n=3 Tax=Neoptera RepID=E0VJ72_PEDHC
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS213107	2e-10	43.10%	435	1602	zinc finger protein [Culex quinquefasciatus]	Zinc finger protein n=3 Tax=Endopterygota RepID=G6CSE7_DANPL
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS200304	2e-10	35.71%	945	1695	PREDICTED: similar to AGAP001269-PA [Tribolium castaneum]	Putative uncharacterized protein GLEAN_15472 n=2 Tax=Tribolium castaneum RepID=D2A549_TRICA
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS207551	2e-10	32.74%	325	1800	actin binding protein [Culex quinquefasciatus]	AGAP003645-PA n=10 Tax=Endopterygota RepID=Q5TT67_ANOGA
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS208435	3e-10	40.00%	41	1044	hypothetical protein Phum_PHUM125070 [Pediculus humanus corporis]	Putative uncharacterized protein n=1 Tax=Pediculus humanus corporis RepID=E0VDT0_PEDHC
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS208437	4e-10	45.00%	23	1419	PREDICTED: similar to sister of odd and bowl CG3242-PA [Tribolium castaneum]	Sister of odd and bowl n=2 Tax=Tribolium castaneum RepID=D6WW96_TRICA
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS209680	4e-10	51.79%	105	2007	zinc finger protein [Aedes aegypti]	Zinc finger protein n=1 Tax=Aedes aegypti RepID=Q0IED6_AEDAE
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS206047	5e-10	52.83%	34	1059	GJ12406 [Drosophila virilis]	CG12029 n=4 Tax=Diptera RepID=Q9VZN4_DROME
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS202570	7e-10	47.06%	84	1875	PREDICTED: similar to novel KRAB box and zinc finger, C2H2 type domain containing protein [Tribolium castaneum]	Putative uncharacterized protein n=1 Tax=Tribolium castaneum RepID=D6WK50_TRICA
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS204925	2e-09	47.69%	192	792	PREDICTED: similar to Krueppel-like factor 5 (Intestinal-enriched krueppel-like factor) (Colon krueppel-like factor) (Transcription factor BTEB2) (Basic transcription element-binding protein 2) (BTE-binding protein 2) (GC-box-binding protein 2) [Tribolium castaneum]	UPI00017585A1 related cluster n=1 Tax=unknown RepID=UPI00017585A1
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS202502	2e-09	46.30%	22	873	GF20344 [Drosophila ananassae]	SP9 protein n=2 Tax=Salpingoeca sp. ATCC 50818 RepID=F2TZQ9_SALS5
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS208434	2e-09	45.00%	96	2292	GF15254 [Drosophila ananassae]	Brother of odd with entrails limited n=3 Tax=Tribolium castaneum RepID=D6WWA1_TRICA
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS213231	2e-09	38.10%	188	1434	conserved hypothetical protein [Culex quinquefasciatus]	GF18117 n=5 Tax=Drosophila RepID=B3LWA4_DROAN
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS200468	2e-09	46.77%	1073	1140	pleiohomeotic [Tribolium castaneum]	Pleiohomeotic n=4 Tax=Coelomata RepID=E5RWX7_BOMMO
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS201302	2e-09	45.95%	331	2403	PREDICTED: similar to Transcription factor Sp3 (SPR-2) [Apis mellifera]	Transcription factor Sp4 (Fragment) n=2 Tax=Camponotus floridanus RepID=E1ZX10_CAMFO
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS208378	2e-09	41.51%	167	525	PREDICTED: similar to bric-a-brac [Tribolium castaneum]	Putative uncharacterized protein n=1 Tax=Tribolium castaneum RepID=D6WIC3_TRICA
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS203329	4e-09	42.62%	81	741	GF23812 [Drosophila ananassae]	GF23812 n=5 Tax=Drosophila RepID=B3M5M8_DROAN
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS200305	6e-09	45.10%	56	1407	conserved hypothetical protein [Pediculus humanus corporis]	Putative uncharacterized protein n=8 Tax=Neoptera RepID=E0VTC1_PEDHC
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS205371	6e-09	47.37%	39	1149	AGAP003111-PA [Anopheles gambiae str. PEST]	Putative uncharacterized protein n=1 Tax=Tribolium castaneum RepID=D6WZ24_TRICA
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS200072	8e-09	42.62%	16	627	GA16381 [Drosophila pseudoobscura pseudoobscura]	CG31670 n=28 Tax=Bilateria RepID=Q9VQ56_DROME
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS209176	1e-08	41.18%	207	987	PREDICTED: similar to Zinc finger protein 271 (Zinc finger protein 7) (HZF7) (Zinc finger protein ZNFphex133) (Epstein-Barr virus-induced zinc finger protein) (ZNF-EB) (CT-ZFP48) (Zinc finger protein dp) (ZNF-dp) [Tribolium castaneum]	Putative uncharacterized protein n=2 Tax=Tribolium castaneum RepID=D6WJ55_TRICA
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS208489	1e-08	27.27%	50	1905	PREDICTED: similar to Zinc finger protein 271 (Zinc finger protein 7) (HZF7) (Zinc finger protein ZNFphex133) (Epstein-Barr virus-induced zinc finger protein) (ZNF-EB) (CT-ZFP48) (Zinc finger protein dp) (ZNF-dp) [Acyrthosiphon pisum]	UPI00022AFBF1 related cluster n=1 Tax=unknown RepID=UPI00022AFBF1
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS203099	1e-08	42.31%	137	1476	PREDICTED: similar to mCG7830 [Acyrthosiphon pisum]	UPI0002061274 related cluster n=6 Tax=Takifugu rubripes RepID=UPI0002061274
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS212720	2e-08	35.00%	544	1203	PREDICTED: similar to mCG7830 [Acyrthosiphon pisum]	Zinc finger protein 177 n=8 Tax=Eutheria RepID=ZN177_HUMAN
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS201573	2e-08	40.23%	554	987	PREDICTED: similar to cabut CG4427-PA, isoform A [Apis mellifera]	Putative uncharacterized protein n=1 Tax=Tribolium castaneum RepID=D6WKC7_TRICA
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS211326	2e-08	46.15%	8	1437	PREDICTED: similar to Zinc finger protein 271 (Zinc finger protein 7) (HZF7) (Zinc finger protein ZNFphex133) (Epstein-Barr virus-induced zinc finger protein) (ZNF-EB) (CT-ZFP48) (Zinc finger protein dp) (ZNF-dp) [Acyrthosiphon pisum]	Zinc finger protein, putative n=1 Tax=Pediculus humanus corporis RepID=E0VG31_PEDHC
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS202608	4e-08	51.02%	259	762	hypothetical protein AaeL_AAEL013650 [Aedes aegypti]	Putative uncharacterized protein n=2 Tax=Tribolium castaneum RepID=D6X438_TRICA
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS212072	4e-08	44.90%	47	1155	PREDICTED: similar to Zinc finger protein 91 (Zinc finger protein HTF10) (HPF7) [Acyrthosiphon pisum]	Myoneurin n=69 Tax=Tetrapoda RepID=MYNN_HUMAN
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS214819	5e-08	42.59%	133	1809	PREDICTED: similar to AGAP012410-PA [Tribolium castaneum]	Putative uncharacterized protein n=1 Tax=Anopheles darlingi RepID=E3XCL2_ANODA
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS213224	5e-08	43.40%	5	957	PREDICTED: similar to GA22020-PA [Tribolium castaneum]	Huckebein n=2 Tax=Tribolium castaneum RepID=D6X1H7_TRICA
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS215005	5e-08	35.71%	344	2736	PREDICTED: similar to mCG7830 [Acyrthosiphon pisum]	UPI000203AF47 related cluster n=1 Tax=unknown RepID=UPI000203AF47
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS207933	6e-08	46.43%	8	1929	PREDICTED: similar to CG15269-PA [Apis mellifera]	UPI00021A72C8 related cluster n=3 Tax=unknown RepID=UPI00021A72C8
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS210903	6e-08	44.44%	152	3285	PREDICTED: similar to zinc finger protein 585A, partial [Apis mellifera]	UPI0002064A9A related cluster n=4 Tax=unknown RepID=UPI0002064A9A
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS207967	7e-08	34.48%	183	3096	zinc finger protein [Aedes aegypti]	Blimp-1 n=4 Tax=Culicidae RepID=B0WK16_CULQU
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS205627	7e-08	37.70%	455	1404	PREDICTED: similar to zinc finger protein [Tribolium castaneum]	Putative uncharacterized protein GLEAN_07382 n=1 Tax=Tribolium castaneum RepID=D1ZZX4_TRICA
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS203386	8e-08	49.06%	281	741	GF12443 [Drosophila ananassae]	HL07808p n=10 Tax=Drosophila RepID=Q8MR37_DROME
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS212848	8e-08	49.02%	68	2964	PREDICTED: similar to mCG142610 [Acyrthosiphon pisum]	Uncharacterized protein n=61 Tax=Danio rerio RepID=E7F8Z9_DANRE
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS206322	9e-08	46.15%	679	2364	GF12033 [Drosophila ananassae]	Combgap, isoform J n=25 Tax=Diptera RepID=A8DYD2_DROME
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS210231	1e-07	37.31%	430	2430	zinc finger protein, putative [Pediculus humanus corporis]	Zinc finger protein, putative n=1 Tax=Pediculus humanus corporis RepID=E0V9Q0_PEDHC
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS205146	1e-07	40.00%	145	2820	PREDICTED: similar to zinc finger protein 484 isoform b, partial [Apis mellifera]	Zinc finger protein 235 n=5 Tax=Endopterygota RepID=F4X0Y7_ACREC
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS213022	1e-07	44.44%	19	1011	transcription factor btd [Culex quinquefasciatus]	Transcription factor btd n=2 Tax=Culicinae RepID=B0XGA4_CULQU
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS212967	1e-07	32.29%	74	1785	PREDICTED: similar to jim CG11352-PC, isoform C [Apis mellifera]	Zinc finger protein Xfin, putative n=7 Tax=Neoptera RepID=E0VAN3_PEDHC
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS210243	1e-07	43.40%	148	1251	PREDICTED: similar to Zinc finger protein 84 (Zinc finger protein HPF2) [Apis mellifera]	Zinc finger protein 84 n=7 Tax=Formicidae RepID=F4WB35_ACREC
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS207222	1e-07	42.42%	0	489	PREDICTED: similar to roadblock CG10751-PA [Apis mellifera]	RE64145p n=71 Tax=Eukaryota RepID=Q7KMS3_DROME
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS208517	1e-07	48.98%	119	1818	zinc finger protein 8 [Culex quinquefasciatus]	Uncharacterized protein n=7 Tax=Danio rerio RepID=F1R8F3_DANRE
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS212514	2e-07	35.82%	21	4941	PREDICTED: similar to mCG7830 [Acyrthosiphon pisum]	Uncharacterized protein n=61 Tax=Danio rerio RepID=E7F8Z9_DANRE
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS205904	2e-07	42.11%	590	3240	zinc finger protein, putative [Pediculus humanus corporis]	Zinc finger protein, putative n=6 Tax=Arthropoda RepID=E0VFL0_PEDHC
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS202441	2e-07	38.96%	0	447	zinc finger protein c2h2, putative [Pediculus humanus corporis]	Zinc finger protein 500 n=8 Tax=Endopterygota RepID=F4WNQ4_ACREC
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS210028	2e-07	28.92%	1019	1452	hypothetical protein AaeL_AAEL013321 [Aedes aegypti]	Putative uncharacterized protein (Fragment) n=1 Tax=Aedes aegypti RepID=Q16JJ0_AEDAE
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS201838	2e-07	31.73%	549	1764	BACH1, putative [Aedes aegypti]	Putative uncharacterized protein n=3 Tax=Coelomata RepID=G6CZH5_DANPL
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS213025	2e-07	50.94%	830	1158	Sp-like zinc finger transcription factor [Tribolium castaneum]	Sp6-9 protein n=2 Tax=Parhyale hawaiensis RepID=D5GS30_9CRUS
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS213413	3e-07	41.67%	193	2067	PREDICTED: similar to Zinc finger protein 268 (Zinc finger protein 3) (HZF3) [Acyrthosiphon pisum]	UPI0001DE6CCA related cluster n=1 Tax=unknown RepID=UPI0001DE6CCA
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS201361	3e-07	44.68%	45	1293	PREDICTED: similar to conserved hypothetical protein [Nasonia vitripennis]	Scratch 2 n=1 Tax=Tribolium castaneum RepID=D2CFX7_TRICA
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS214559	3e-07	33.73%	117	1665	PREDICTED: similar to zinc finger protein 235 [Apis mellifera]	Putative uncharacterized protein n=1 Tax=Tribolium castaneum RepID=D6WM19_TRICA
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS202752	3e-07	41.38%	48	1113	PREDICTED: similar to zinc finger protein [Tribolium castaneum]	Zinc finger protein n=6 Tax=Neoptera RepID=Q17NF2_AEDAE
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS208485	3e-07	34.83%	85	1383	PREDICTED: similar to Zinc finger protein 26 (Zfp-26) (Protein mKR3) [Tribolium castaneum]	Putative uncharacterized protein GLEAN_08440 n=2 Tax=Tribolium castaneum RepID=D2A207_TRICA
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS200421	3e-07	43.86%	15	2550	conserved hypothetical protein [Pediculus humanus corporis]	Putative uncharacterized protein (Fragment) n=2 Tax=Myrmicinae RepID=E9J3V0_SOLIN
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS213479	3e-07	48.00%	42	1338	PREDICTED: similar to lost on transformation protein 1 [Tribolium castaneum]	Putative uncharacterized protein n=1 Tax=Tribolium castaneum RepID=D6WQR3_TRICA
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS212955	4e-07	39.29%	230	1155	PREDICTED: zinc finger protein 45-like [Saccoglossus kowalevskii]	Zinc finger protein 26 n=4 Tax=Hystricognathi RepID=G5B351_HETGA
XP_0325193922LOC116771599organismDanausplexippusGeneID116771599isoformX1	DPOGS214036	4e-07	43.14%	20	1140	PREDICTED: similar to novel KRAB box and zinc finger, C2H2 type domain containing protein [Tribolium castaneum]	Putative uncharacterized protein GLEAN_08444 n=2 Tax=Tribolium castaneum RepID=D2A214_TRICA
